GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,GEO_ID,NAME,GEOCODE,TL_GEO_ID,REGIONA,DIVISIONA,CBSAA,MEMI,CSAA,METDIVA,PUMA,AREALAND,AREAWATR,BASENAME,INTPTLAT,INTPTLON,TotalPopulation,TotalUrbanPopulation,TotalRuralPopulation,TotalPop_NotDefined,TotalPopinHH,TotalPopinHH_Under18,TotalPopinHH_Over18,MedianAgebySex_Total,MedianAgebySex_Male,MedianAgebySex_Female,Race_TotalPop,Race_White,Race_Black,Race_AmericanIndian_AlaskaNative,Race_Asian,Race_NativeHawaiian_PacificIslander,Race_SomeOther,Race_Mixed,EduAttainment_Total25yrs+,EduAttainment_NoSchooling,EduAttainment_HighSchoolDiploma,EduAttainment_Bachelors ,EduAttainment_Masters,Pop_BPL_Total,Pop_BPL_under.50,Pop_BPL_under.99,MedianHHIncome_12mon,HH_PublicAssistance_SNAP_12mon,GiniIndex,TotalCivilianPop,OneOrMoreHealthInsurance,NoHealthInsurance,PCY_12mon,EmpStatus_TotalPop16plus,EmpStatus_LF,EmpStatus_Unemplyed_Civilian,TotalHousingUnits,TotalUrbanPop_prc,NoHealthInsurance_prc,Employed_prc,BPL_prc
G4804390110204,2018-2022,TX,Texas,48,Tarrant County,439,110204,1400000US48439110204,"Census Tract 1102.04, Tarrant County, Texas",48439110204,48439110204,3,7,19100,1,206,23104,02512,5528174,0,1102.04,32.824787,-97.2816937,7560,7560,0,0,7560,1905,5655,31.5,33.8,24.7,8029,4468,389,149,521,0,1517,985,4762,187,1726,272,85,7972,885,1148,63979,548,0.377,7978,1126,6852,23586,5482,3486,14,2897,100,85.88618701,63.58993068,25.50175615
G4804390110205,2018-2022,TX,Texas,48,Tarrant County,439,110205,1400000US48439110205,"Census Tract 1102.05, Tarrant County, Texas",48439110205,48439110205,3,7,19100,1,206,23104,02512,2709669,11925,1102.05,32.8460027,-97.2813254,5490,5490,0,0,5458,1136,4322,31.7,31.1,33,5988,3883,300,0,884,0,707,214,3731,34,1134,594,219,5941,108,138,75770,266,0.3166,5980,695,5285,34126,4886,3501,107,2436,100,88.37792642,71.65370446,4.140717051
G4804390110206,2018-2022,TX,Texas,48,Tarrant County,439,110206,1400000US48439110206,"Census Tract 1102.06, Tarrant County, Texas",48439110206,48439110206,3,7,19100,1,206,23104,02512,2656625,0,1102.06,32.8517256,-97.2718125,3513,3513,0,0,3513,1018,2495,34.9,34.9,34.9,2975,893,86,0,414,0,1261,321,1786,0,355,192,46,2975,551,400,57386,312,0.4575,2975,524,2451,22814,2053,1374,64,1012,100,82.38655462,66.9264491,31.96638656
G4804390110301,2018-2022,TX,Texas,48,Tarrant County,439,110301,1400000US48439110301,"Census Tract 1103.01, Tarrant County, Texas",48439110301,48439110301,3,7,19100,1,206,23104,02509,6332710,31280,1103.01,32.7927016,-97.2574151,3828,3828,0,0,3828,1061,2767,42.4,39.9,43,3229,2163,201,7,188,0,322,348,2367,133,568,203,19,3229,344,167,42931,181,0.4302,3229,619,2610,26967,2825,1824,54,1398,100,80.82997832,64.56637168,15.82533292
G4804390110302,2018-2022,TX,Texas,48,Tarrant County,439,110302,1400000US48439110302,"Census Tract 1103.02, Tarrant County, Texas",48439110302,48439110302,3,7,19100,1,206,23104,02509,2929023,0,1103.02,32.7877651,-97.2825015,5308,5308,0,0,5308,1661,3647,37.3,38.4,33.7,4502,2404,202,0,233,0,1018,645,3126,137,1369,97,31,4502,199,433,47062,383,0.3113,4502,510,3992,21702,3609,2052,168,2011,100,88.67170147,56.85785536,14.03820524
G4804390110401,2018-2022,TX,Texas,48,Tarrant County,439,110401,1400000US48439110401,"Census Tract 1104.01, Tarrant County, Texas",48439110401,48439110401,3,7,19100,1,206,23104,02515,6382875,0,1104.01,32.8129722,-97.4305479,4711,4711,0,0,4640,1067,3573,44.9,40.4,49.6,4701,3648,114,44,0,0,143,752,3711,37,1205,648,99,4521,171,415,82114,136,0.4853,4521,541,3980,49212,4173,2688,214,1976,100,88.03362088,64.41409058,12.96173413
G4804390110402,2018-2022,TX,Texas,48,Tarrant County,439,110402,1400000US48439110402,"Census Tract 1104.02, Tarrant County, Texas",48439110402,48439110402,3,7,19100,1,206,23104,02515,3210392,0,1104.02,32.802738,-97.4020642,5454,5454,0,0,5380,1542,3838,34.4,24.7,44.1,5387,3349,156,99,0,0,407,1376,3202,208,1657,112,61,5281,112,1205,54909,377,0.4312,5281,904,4377,22263,3828,2408,177,1883,100,82.88202992,62.90491118,24.93845863
G4804390110500,2018-2022,TX,Texas,48,Tarrant County,439,110500,1400000US48439110500,"Census Tract 1105, Tarrant County, Texas",48439110500,48439110500,3,7,19100,1,206,23104,02515,5229170,0,1105,32.7766734,-97.3984257,7646,7646,0,0,7646,1895,5751,39,40.7,37.8,7586,4798,16,140,98,0,1189,1345,4882,155,1464,483,140,7404,355,158,66754,307,0.348,7499,1104,6395,26175,6075,3402,102,2709,100,85.27803707,56,6.928687196
G4804390110600,2018-2022,TX,Texas,48,Tarrant County,439,110600,1400000US48439110600,"Census Tract 1106, Tarrant County, Texas",48439110600,48439110600,3,7,19100,1,206,23104,02515,5369789,27729,1106,32.761945,-97.4232569,2585,2585,0,0,2585,529,2056,31.5,27.4,37,2597,2066,163,1,38,0,48,281,1692,14,523,335,90,2597,66,443,72865,63,0.4726,2445,296,2149,45823,1976,1279,30,1209,100,87.89366053,64.72672065,19.59953793
G4804390110703,2018-2022,TX,Texas,48,Tarrant County,439,110703,1400000US48439110703,"Census Tract 1107.03, Tarrant County, Texas",48439110703,48439110703,3,7,19100,1,206,23104,02515,3296439,0,1107.03,32.7480838,-97.470314,5894,5894,0,0,5775,1427,4348,36.4,33.5,37.3,6041,3628,460,18,157,0,517,1261,3962,60,1259,497,86,5785,148,48,52661,168,0.3715,5842,417,5425,25562,4479,2547,65,2464,100,92.86203355,56.86537174,3.388072602
G4804390110704,2018-2022,TX,Texas,48,Tarrant County,439,110704,1400000US48439110704,"Census Tract 1107.04, Tarrant County, Texas",48439110704,48439110704,3,7,19100,1,206,23104,02515,5139652,0,1107.04,32.7476706,-97.450381,4653,4653,0,0,4308,1097,3211,35.9,34.9,36,5013,3386,280,12,0,0,467,868,3341,34,891,195,134,4755,361,428,51682,192,0.4113,4755,630,4125,23671,3815,2327,56,1947,100,86.75078864,60.99606815,16.59305994
G4804390110705,2018-2022,TX,Texas,48,Tarrant County,439,110705,1400000US48439110705,"Census Tract 1107.05, Tarrant County, Texas",48439110705,48439110705,3,7,19100,1,206,23104,02515,2287818,0,1107.05,32.7723205,-97.4659425,3966,3966,0,0,3966,918,3048,34.9,36,34.9,3712,3007,314,0,46,0,43,302,2461,63,740,507,99,3712,126,112,73333,71,0.376,3712,1104,2608,32486,3029,2057,123,1555,100,70.25862069,67.91020139,6.411637931
G4804390110706,2018-2022,TX,Texas,48,Tarrant County,439,110706,1400000US48439110706,"Census Tract 1107.06, Tarrant County, Texas",48439110706,48439110706,3,7,19100,1,206,23104,02515,2935193,5586,1107.06,32.7620721,-97.4662743,3761,3761,0,0,3761,1035,2726,34.7,36.2,33.7,3340,2047,76,0,51,0,764,402,2180,17,404,251,21,3340,210,382,48852,291,0.4464,3340,524,2816,22484,2576,1360,67,1762,100,84.31137725,52.79503106,17.7245509
G4804390110805,2018-2022,TX,Texas,48,Tarrant County,439,110805,1400000US48439110805,"Census Tract 1108.05, Tarrant County, Texas",48439110805,48439110805,3,7,19100,1,206,23104,02515,5608000,4832,1108.05,32.7497279,-97.4924649,6959,6959,0,0,6959,1804,5155,34.2,36,32.8,6282,3560,631,23,238,0,313,1517,4245,0,1431,853,189,6265,400,105,87636,160,0.3264,6253,591,5662,36359,5074,3628,199,2541,100,90.5485367,71.50177375,8.060654429
G4804390110806,2018-2022,TX,Texas,48,Tarrant County,439,110806,1400000US48439110806,"Census Tract 1108.06, Tarrant County, Texas",48439110806,48439110806,3,7,19100,1,206,23104,02515,12277378,25828,1108.06,32.7544552,-97.5215105,5684,5680,4,0,5684,1475,4209,37.9,39.9,35.7,5049,3821,329,0,136,0,366,397,3385,38,526,752,332,5049,146,44,91048,84,0.3362,5049,949,4100,39006,3959,2545,74,2014,99.92962702,81.20419885,64.28391008,3.76312141
G4804390110807,2018-2022,TX,Texas,48,Tarrant County,439,110807,1400000US48439110807,"Census Tract 1108.07, Tarrant County, Texas",48439110807,48439110807,3,7,19100,1,206,23104,02514,19869855,82873,1108.07,32.7266265,-97.5145975,7063,6901,162,0,7063,1899,5164,34.2,31.9,35,8508,5871,355,251,113,0,1000,918,5164,116,1091,979,328,8508,590,419,88611,359,0.3914,8487,1575,6912,35512,5854,3970,246,2761,97.70635707,81.44220573,67.81687735,11.85942642
G4804390110808,2018-2022,TX,Texas,48,Tarrant County,439,110808,1400000US48439110808,"Census Tract 1108.08, Tarrant County, Texas",48439110808,48439110808,3,7,19100,1,206,23104,02514,54571305,143495,1108.08,32.6703841,-97.5202537,4752,2190,2562,0,4752,1344,3408,40.4,39.8,42,4841,4249,135,27,109,0,93,228,3370,5,270,1613,602,4841,46,110,158646,41,0.4587,4841,866,3975,79537,3780,2303,115,1853,46.08585859,82.11113406,60.92592593,3.222474695
G4804390110809,2018-2022,TX,Texas,48,Tarrant County,439,110809,1400000US48439110809,"Census Tract 1108.09, Tarrant County, Texas",48439110809,48439110809,3,7,19100,1,206,23104,02514,2864461,0,1108.09,32.6625323,-97.4975023,2521,2521,0,0,2521,562,1959,43,39.8,45.8,2475,2280,69,0,35,0,5,86,1802,15,171,609,259,2475,21,24,102102,21,0.373,2475,273,2202,51360,2017,1361,39,1101,100,88.96969697,67.47645017,1.818181818
G4804390110901,2018-2022,TX,Texas,48,Tarrant County,439,110901,1400000US48439110901,"Census Tract 1109.01, Tarrant County, Texas",48439110901,48439110901,3,7,19100,1,206,23104,02514,6050895,6295,1109.01,32.7069275,-97.46284,5326,5326,0,0,5326,1114,4212,37.4,38.5,36.5,5575,4086,0,0,0,0,31,1458,3490,36,507,1244,514,5575,241,204,98333,135,0.558,5575,872,4703,62921,4080,2730,141,2201,100,84.3587444,66.91176471,7.98206278
G4804390110903,2018-2022,TX,Texas,48,Tarrant County,439,110903,1400000US48439110903,"Census Tract 1109.03, Tarrant County, Texas",48439110903,48439110903,3,7,19100,1,206,23104,02514,2042966,21812,1109.03,32.6882591,-97.4181191,1793,1793,0,0,1793,258,1535,45.5,46.5,43.8,1440,1138,93,0,55,34,0,120,1143,0,105,393,231,1431,64,15,89625,44,0.4966,1435,356,1079,71257,1252,932,29,747,100,75.19163763,74.44089457,5.520614955
G4804390110905,2018-2022,TX,Texas,48,Tarrant County,439,110905,1400000US48439110905,"Census Tract 1109.05, Tarrant County, Texas",48439110905,48439110905,3,7,19100,1,206,23104,02514,7610081,37142,1109.05,32.6759835,-97.4356744,4380,4380,0,0,4375,891,3484,39.6,38.6,41.3,4263,3259,134,0,0,0,72,798,2990,31,676,850,227,4246,40,239,99063,87,0.4656,4256,579,3677,50013,3310,2088,130,1829,100,86.39567669,63.081571,6.57089025
G4804390110906,2018-2022,TX,Texas,48,Tarrant County,439,110906,1400000US48439110906,"Census Tract 1109.06, Tarrant County, Texas",48439110906,48439110906,3,7,19100,1,206,23104,02514,14906434,4166611,1109.06,32.652673,-97.4772941,4429,4167,262,0,4376,928,3448,38.3,37.4,39.4,4633,3311,49,0,22,0,171,1080,3342,64,726,576,182,4557,181,144,73571,58,0.3706,4557,715,3842,33267,3952,2540,53,1893,94.08444344,84.30985297,64.27125506,7.131885012
G4804390110907,2018-2022,TX,Texas,48,Tarrant County,439,110907,1400000US48439110907,"Census Tract 1109.07, Tarrant County, Texas",48439110907,48439110907,3,7,19100,1,206,23104,02514,2887242,0,1109.07,32.6730307,-97.4788542,3687,3687,0,0,3687,870,2817,39.4,38.6,39.5,3802,2937,170,0,228,0,27,440,2534,0,336,825,351,3799,60,16,105120,47,0.3283,3787,542,3245,39567,2911,1709,77,1457,100,85.68787959,58.70834765,2.000526454
G4804390111003,2018-2022,TX,Texas,48,Tarrant County,439,111003,1400000US48439111003,"Census Tract 1110.03, Tarrant County, Texas",48439111003,48439111003,3,7,19100,1,206,23104,02513,3349388,0,1110.03,32.6555296,-97.3406242,3788,3788,0,0,3788,865,2923,39.8,39.7,40,3715,2285,304,1,172,0,346,607,2576,0,624,427,197,3715,115,64,84045,73,0.3461,3715,704,3011,35939,2927,1858,162,1343,100,81.04979812,63.47796379,4.818304172
G4804390111010,2018-2022,TX,Texas,48,Tarrant County,439,111010,1400000US48439111010,"Census Tract 1110.10, Tarrant County, Texas",48439111010,48439111010,3,7,19100,1,206,23104,02514,73367156,10780282,1110.1,32.5964734,-97.4910722,4246,0,4246,0,4246,897,3349,48.3,47.1,48.8,3984,3205,123,2,85,0,86,483,2860,7,754,532,325,3951,89,46,101000,58,0.4044,3984,719,3265,50472,3067,1875,22,1974,0,81.95281125,61.13465928,3.416856492
G4804390111015,2018-2022,TX,Texas,48,Tarrant County,439,111015,1400000US48439111015,"Census Tract 1110.15, Tarrant County, Texas",48439111015,48439111015,3,7,19100,1,206,23104,02506,3704413,0,1110.15,32.5698856,-97.3515109,3047,3047,0,0,2950,787,2163,34.4,33.5,35.8,2710,2070,272,38,5,0,11,314,1788,0,659,307,89,2689,225,57,93433,108,0.292,2655,298,2357,31700,2105,1408,53,956,100,88.77589454,66.88836105,10.48716995
G4804390111018,2018-2022,TX,Texas,48,Tarrant County,439,111018,1400000US48439111018,"Census Tract 1110.18, Tarrant County, Texas",48439111018,48439111018,3,7,19100,1,206,23104,02514,33725091,54871,1110.18,32.5738427,-97.4261948,2245,1814,431,0,2243,428,1815,44.5,44,45.6,2465,1486,438,0,0,0,124,417,1694,12,246,505,168,2465,28,14,101855,21,0.4467,2465,412,2053,53768,2043,1351,38,961,80.80178174,83.28600406,66.12824278,1.703853955
G4804390111019,2018-2022,TX,Texas,48,Tarrant County,439,111019,1400000US48439111019,"Census Tract 1110.19, Tarrant County, Texas",48439111019,48439111019,3,7,19100,1,206,23104,02506,6029974,0,1110.19,32.6228838,-97.3360696,5466,5466,0,0,5375,1602,3773,33.5,28.9,37.6,4582,1716,1318,52,756,0,423,317,2790,420,395,483,221,4476,82,306,67573,228,0.3376,4406,449,3957,26135,3719,2446,156,1709,100,89.80935089,65.77036838,8.668453977
G4804390111020,2018-2022,TX,Texas,48,Tarrant County,439,111020,1400000US48439111020,"Census Tract 1110.20, Tarrant County, Texas",48439111020,48439111020,3,7,19100,1,206,23104,02506,1441629,0,1110.2,32.6284822,-97.3483764,4764,4764,0,0,4764,1481,3283,29.6,30.7,28.2,6212,2583,2171,0,282,0,187,989,3582,17,1205,563,191,6212,282,926,49573,339,0.4347,6212,509,5703,23888,4570,3156,401,2218,100,91.80618158,69.05908096,19.4462331
G4804390111021,2018-2022,TX,Texas,48,Tarrant County,439,111021,1400000US48439111021,"Census Tract 1110.21, Tarrant County, Texas",48439111021,48439111021,3,7,19100,1,206,23104,02506,9001894,45435,1110.21,32.5949029,-97.3643826,4174,4168,6,0,4169,1122,3047,29.4,22.6,31.8,5635,3307,1291,0,20,0,199,818,3135,94,902,352,228,5635,209,4,91282,126,0.3284,5614,330,5284,29003,3930,2564,99,1692,99.856253,94.12183826,65.24173028,3.779946761
G4804390111022,2018-2022,TX,Texas,48,Tarrant County,439,111022,1400000US48439111022,"Census Tract 1110.22, Tarrant County, Texas",48439111022,48439111022,3,7,19100,1,206,23104,02506,6051854,4749,1110.22,32.5651736,-97.373433,6628,6455,173,0,6628,1991,4637,29.2,22.8,34.4,6643,3463,1717,30,164,0,222,1047,3822,18,1097,658,380,6621,124,480,97612,142,0.3279,6533,529,6004,30996,4794,3703,207,1972,97.3898612,91.90264809,77.24238632,9.12248905
G4804390111023,2018-2022,TX,Texas,48,Tarrant County,439,111023,1400000US48439111023,"Census Tract 1110.23, Tarrant County, Texas",48439111023,48439111023,3,7,19100,1,206,23104,02506,2899668,19172,1110.23,32.6104147,-97.3728611,7168,7168,0,0,7168,2450,4718,29.8,29.2,30.1,8081,2767,3966,0,322,114,191,721,4835,0,1421,712,201,8081,436,453,91069,241,0.34,8081,1002,7079,30146,5620,4753,153,2402,100,87.60054449,84.57295374,11.00111372
G4804390111024,2018-2022,TX,Texas,48,Tarrant County,439,111024,1400000US48439111024,"Census Tract 1110.24, Tarrant County, Texas",48439111024,48439111024,3,7,19100,1,206,23104,02506,1893786,0,1110.24,32.621803,-97.3775778,4265,4265,0,0,4249,1052,3197,35,25.2,40.5,5568,1384,3173,0,645,0,0,366,3300,54,670,779,252,5568,304,158,73825,204,0.3334,5568,648,4920,24977,4003,2638,698,1764,100,88.36206897,65.90057457,8.297413793
G4804390111025,2018-2022,TX,Texas,48,Tarrant County,439,111025,1400000US48439111025,"Census Tract 1110.25, Tarrant County, Texas",48439111025,48439111025,3,7,19100,1,206,23104,02506,951755,0,1110.25,32.6310074,-97.3627966,3571,3571,0,0,3553,1039,2514,32.2,23.4,36.6,4445,1954,665,19,0,0,336,1471,2450,46,1043,176,170,4428,275,259,77321,220,0.2945,4445,438,4007,27817,3351,1662,381,1454,100,90.14623172,49.59713518,12.0596206
G4804390111026,2018-2022,TX,Texas,48,Tarrant County,439,111026,1400000US48439111026,"Census Tract 1110.26, Tarrant County, Texas",48439111026,48439111026,3,7,19100,1,206,23104,02506,2356541,0,1110.26,32.6221858,-97.362072,5680,5680,0,0,5669,1863,3806,27.6,26.5,32.6,6461,1878,2944,0,187,22,244,1186,3680,63,1277,435,266,6440,363,331,75476,185,0.3126,6432,950,5482,25286,4718,3343,226,1760,100,85.2300995,70.85629504,10.77639752
G4804390111027,2018-2022,TX,Texas,48,Tarrant County,439,111027,1400000US48439111027,"Census Tract 1110.27, Tarrant County, Texas",48439111027,48439111027,3,7,19100,1,206,23104,02506,8293916,7236,1110.27,32.6040395,-97.3384214,4482,4482,0,0,4482,1306,3176,38.7,38.9,36.9,4614,1729,1892,0,438,67,177,311,3220,34,1142,341,236,4614,26,179,84375,0,0.2922,4513,1017,3496,33885,3823,2732,258,1563,100,77.46510082,71.46220246,4.442999567
G4804390111028,2018-2022,TX,Texas,48,Tarrant County,439,111028,1400000US48439111028,"Census Tract 1110.28, Tarrant County, Texas",48439111028,48439111028,3,7,19100,1,206,23104,02506,5019566,15071,1110.28,32.5858536,-97.3436147,7923,7923,0,0,7923,2323,5600,35.2,34.2,35.5,7793,3657,1896,0,58,0,483,1699,4834,42,953,822,354,7790,148,402,85804,540,0.4252,7790,1221,6569,31990,5915,3947,349,2615,100,84.32605905,66.72865596,7.060333761
G4804390111029,2018-2022,TX,Texas,48,Tarrant County,439,111029,1400000US48439111029,"Census Tract 1110.29, Tarrant County, Texas",48439111029,48439111029,3,7,19100,1,206,23104,02506,4314105,0,1110.29,32.5650253,-97.3398024,7673,7673,0,0,7659,2264,5395,29.7,27.5,35.1,7519,4639,369,0,633,0,128,1750,4195,178,904,925,407,7506,81,546,100922,205,0.3905,7519,1270,6249,31022,4798,2946,46,2261,100,83.10945605,61.40058358,8.353317346
G4804390111030,2018-2022,TX,Texas,48,Tarrant County,439,111030,1400000US48439111030,"Census Tract 1110.30, Tarrant County, Texas",48439111030,48439111030,3,7,19100,1,206,23104,02506,3777132,0,1110.3,32.5600424,-97.3267069,4313,4313,0,0,4313,1193,3120,36.7,34.9,40.9,3824,3234,189,0,46,0,0,355,2701,17,489,710,84,3809,49,128,76851,149,0.341,3824,745,3079,36000,3015,1856,107,1425,100,80.51778243,61.55887231,4.646888947
G4804390111031,2018-2022,TX,Texas,48,Tarrant County,439,111031,1400000US48439111031,"Census Tract 1110.31, Tarrant County, Texas",48439111031,48439111031,3,7,19100,1,206,23104,02514,4841117,38072,1110.31,32.6140113,-97.4179157,2906,2894,12,0,2906,810,2096,31.7,31.5,31.8,2924,967,1283,0,300,0,92,282,1836,93,274,647,178,2924,19,267,123339,32,0.2694,2924,206,2718,47428,2276,1968,128,1123,99.58706125,92.95485636,86.46748682,9.781121751
G4804390111032,2018-2022,TX,Texas,48,Tarrant County,439,111032,1400000US48439111032,"Census Tract 1110.32, Tarrant County, Texas",48439111032,48439111032,3,7,19100,1,206,23104,02514,3424109,10625,1110.32,32.6217783,-97.401453,7330,7330,0,0,7330,1862,5468,40.1,37.5,43.1,6488,3532,1349,154,885,0,102,466,4366,97,503,1272,578,6488,150,234,113861,180,0.4586,6488,910,5578,50717,5333,3752,128,2083,100,85.97410604,70.35439715,5.918618989
G4804390111033,2018-2022,TX,Texas,48,Tarrant County,439,111033,1400000US48439111033,"Census Tract 1110.33, Tarrant County, Texas",48439111033,48439111033,3,7,19100,1,206,23104,02514,6738942,22900,1110.33,32.5955904,-97.4083176,5135,5106,29,0,5133,1335,3798,34.6,39.1,34,4449,1641,2008,0,268,0,85,447,2855,5,604,960,347,4342,74,98,118462,4,0.2911,4419,698,3721,43603,3289,2416,104,1645,99.4352483,84.20457117,73.45697781,3.961308153
G4804390111102,2018-2022,TX,Texas,48,Tarrant County,439,111102,1400000US48439111102,"Census Tract 1111.02, Tarrant County, Texas",48439111102,48439111102,3,7,19100,1,206,23104,02506,5941208,0,1111.02,32.6546299,-97.2633002,6799,6799,0,0,6799,1875,4924,33.2,35.2,32.7,6480,824,3411,0,0,0,1459,786,3881,368,893,388,74,6465,651,93,70335,499,0.3746,6480,1439,5041,23571,5275,3555,355,2101,100,77.79320988,67.39336493,11.50812065
G4804390111103,2018-2022,TX,Texas,48,Tarrant County,439,111103,1400000US48439111103,"Census Tract 1111.03, Tarrant County, Texas",48439111103,48439111103,3,7,19100,1,206,23104,02508,2772081,0,1111.03,32.6685022,-97.2586315,4238,4238,0,0,4238,1249,2989,28.7,28.7,29,4161,1583,1361,41,0,0,345,831,2427,70,874,177,56,4161,182,165,59667,352,0.3024,4161,321,3840,19765,2984,2034,120,1242,100,92.28550829,68.16353887,8.339341504
G4804390111104,2018-2022,TX,Texas,48,Tarrant County,439,111104,1400000US48439111104,"Census Tract 1111.04, Tarrant County, Texas",48439111104,48439111104,3,7,19100,1,206,23104,02508,2680480,0,1111.04,32.6709407,-97.2750243,3011,3011,0,0,3011,809,2202,36.2,40.5,35.3,3311,789,1124,69,0,0,520,809,2028,78,516,249,31,3284,352,165,49697,253,0.3867,3311,492,2819,19539,2305,1196,31,1070,100,85.14044095,51.88720174,15.74299635
G4804390111202,2018-2022,TX,Texas,48,Tarrant County,439,111202,1400000US48439111202,"Census Tract 1112.02, Tarrant County, Texas",48439111202,48439111202,3,7,19100,1,206,23104,02506,4560676,12053,1112.02,32.6288274,-97.2842465,6154,6154,0,0,6141,1812,4329,36.9,37,36.8,6102,2316,1738,0,18,0,1178,852,4024,293,1122,340,133,6102,556,846,56420,678,0.4224,6102,1033,5069,24887,4723,2734,272,2392,100,83.07112422,57.88693627,22.97607342
G4804390111203,2018-2022,TX,Texas,48,Tarrant County,439,111203,1400000US48439111203,"Census Tract 1112.03, Tarrant County, Texas",48439111203,48439111203,3,7,19100,1,206,23104,02506,16941471,62420,1112.03,32.5890599,-97.2878433,7033,6495,538,0,6806,2080,4726,34.1,32.9,34.5,7922,4582,1482,102,42,0,475,1239,4851,38,1267,965,389,7744,110,303,99837,175,0.3567,7744,932,6812,35895,5795,3942,113,2607,92.35034836,87.96487603,68.02415876,5.333161157
G4804390111204,2018-2022,TX,Texas,48,Tarrant County,439,111204,1400000US48439111204,"Census Tract 1112.04, Tarrant County, Texas",48439111204,48439111204,3,7,19100,1,206,23104,02506,21530333,106773,1112.04,32.5648514,-97.2773026,5727,5190,537,0,5709,1284,4425,40.8,40.2,41.9,5047,3738,197,39,184,0,236,653,3538,102,703,669,141,5047,161,83,107708,41,0.4273,5047,925,4122,49943,3954,2675,63,2001,90.62336302,81.67228056,67.65300961,4.834555181
G4804390111304,2018-2022,TX,Texas,48,Tarrant County,439,111304,1400000US48439111304,"Census Tract 1113.04, Tarrant County, Texas",48439111304,48439111304,3,7,19100,1,206,23104,02505,4523256,23553,1113.04,32.5931368,-97.1252901,7225,7225,0,0,7225,1824,5401,42,37.7,45.3,7110,5360,563,0,392,0,48,747,4568,0,977,1276,426,7110,161,85,97411,64,0.4112,7083,1188,5895,43765,5741,3813,182,2492,100,83.227446,66.41700052,3.459915612
G4804390111306,2018-2022,TX,Texas,48,Tarrant County,439,111306,1400000US48439111306,"Census Tract 1113.06, Tarrant County, Texas",48439111306,48439111306,3,7,19100,1,206,23104,02505,12565340,0,1113.06,32.567788,-97.1603839,6298,5832,466,0,6298,1654,4644,33.4,30.1,37.4,6052,3546,1161,17,260,0,225,843,3742,139,713,771,352,6052,306,702,74968,124,0.4633,6052,769,5283,35954,4556,3079,48,2181,92.60082566,87.29345671,67.58121159,16.65565102
