GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,GEO_ID,NAME,GEOCODE,TL_GEO_ID,REGIONA,DIVISIONA,CBSAA,MEMI,CSAA,METDIVA,PUMA,AREALAND,AREAWATR,BASENAME,INTPTLAT,INTPTLON,TotalPopulation,TotalUrbanPopulation,TotalRuralPopulation,TotalPop_NotDefined,TotalPopinHH,TotalPopinHH_Under18,TotalPopinHH_Over18,MedianAgebySex_Total,MedianAgebySex_Male,MedianAgebySex_Female,Race_TotalPop,Race_White,Race_Black,Race_AmericanIndian_AlaskaNative,Race_Asian,Race_NativeHawaiian_PacificIslander,Race_SomeOther,Race_Mixed,EduAttainment_Total25yrs+,EduAttainment_NoSchooling,EduAttainment_HighSchoolDiploma,EduAttainment_Bachelors ,EduAttainment_Masters,Pop_BPL_Total,Pop_BPL_under.50,Pop_BPL_under.99,MedianHHIncome_12mon,HH_PublicAssistance_SNAP_12mon,GiniIndex,TotalCivilianPop,OneOrMoreHealthInsurance,NoHealthInsurance,PCY_12mon,EmpStatus_TotalPop16plus,EmpStatus_LF,EmpStatus_Unemplyed_Civilian,TotalHousingUnits,TotalUrbanPop_prc,NoHealthInsurance_prc,Employed_prc,BPL_prc
G4804390105407,2018-2022,TX,Texas,48,Tarrant County,439,105407,1400000US48439105407,"Census Tract 1054.07, Tarrant County, Texas",48439105407,48439105407,3,7,19100,1,206,23104,02514,613582,0,1054.07,32.7017178,-97.4182203,2552,2552,0,0,2427,229,2198,32.3,28.6,37.4,2657,1983,123,8,127,0,60,356,2009,0,202,705,330,2561,59,0,64744,47,0.3924,2561,342,2219,52411,2477,1836,49,1872,100,86.64584147,74.12192168,2.303787583
G4804390105408,2018-2022,TX,Texas,48,Tarrant County,439,105408,1400000US48439105408,"Census Tract 1054.08, Tarrant County, Texas",48439105408,48439105408,3,7,19100,1,206,23104,02514,1943646,17121,1054.08,32.6961091,-97.4279781,2659,2659,0,0,2659,404,2255,45,44,46.3,2574,2183,26,0,67,0,0,298,1979,0,91,577,418,2530,26,36,97479,0,0.4811,2530,366,2164,74884,2158,1356,76,1331,100,85.53359684,62.83595922,2.450592885
G4804390105502,2018-2022,TX,Texas,48,Tarrant County,439,105502,1400000US48439105502,"Census Tract 1055.02, Tarrant County, Texas",48439105502,48439105502,3,7,19100,1,206,23104,02513,3502183,0,1055.02,32.6628176,-97.3792964,5849,5849,0,0,5830,1392,4438,31.5,22.3,34.3,7476,4064,994,0,0,0,67,2351,4139,23,1028,808,423,7476,257,510,71771,613,0.4146,7476,870,6606,25709,4836,3011,30,2577,100,88.36276084,62.26220017,10.25949706
G4804390105503,2018-2022,TX,Texas,48,Tarrant County,439,105503,1400000US48439105503,"Census Tract 1055.03, Tarrant County, Texas",48439105503,48439105503,3,7,19100,1,206,23104,02513,3638847,0,1055.03,32.6533881,-97.3970221,6249,6249,0,0,5991,1368,4623,39.6,42.2,35.5,6352,3410,1891,0,315,0,291,445,4255,0,946,1040,252,6088,1118,161,64821,63,0.3943,6061,1354,4707,30393,5215,2984,84,2470,100,77.66045207,57.21955897,21.00854139
G4804390105505,2018-2022,TX,Texas,48,Tarrant County,439,105505,1400000US48439105505,"Census Tract 1055.05, Tarrant County, Texas",48439105505,48439105505,3,7,19100,1,206,23104,02514,2144503,0,1055.05,32.6710609,-97.3934377,4911,4911,0,0,4911,1114,3797,31.1,32.2,30.9,5367,2911,1120,0,341,0,64,931,3220,71,815,795,326,5367,222,805,67845,348,0.4946,5367,676,4691,38100,3904,2683,128,2253,100,87.40450904,68.72438525,19.13545743
G4804390105511,2018-2022,TX,Texas,48,Tarrant County,439,105511,1400000US48439105511,"Census Tract 1055.11, Tarrant County, Texas",48439105511,48439105511,3,7,19100,1,206,23104,02513,2780384,16708,1055.11,32.6376772,-97.3726359,5976,5976,0,0,5971,1553,4418,40.4,40.6,37.8,6240,3113,2448,7,55,0,193,424,4277,0,1213,320,338,6240,530,231,67606,380,0.4016,6240,830,5410,34395,4932,2827,202,2488,100,86.69871795,57.31954582,12.19551282
G4804390105512,2018-2022,TX,Texas,48,Tarrant County,439,105512,1400000US48439105512,"Census Tract 1055.12, Tarrant County, Texas",48439105512,48439105512,3,7,19100,1,206,23104,02513,2645458,0,1055.12,32.6452495,-97.3836428,4547,4547,0,0,4530,959,3571,39.2,39.5,37.9,5171,2675,985,0,371,0,158,982,3409,54,564,871,384,5147,110,66,105583,52,0.432,5171,966,4205,45301,3932,2526,104,1759,100,81.31889383,64.24211597,3.419467651
G4804390105513,2018-2022,TX,Texas,48,Tarrant County,439,105513,1400000US48439105513,"Census Tract 1055.13, Tarrant County, Texas",48439105513,48439105513,3,7,19100,1,206,23104,02514,1436477,0,1055.13,32.6687083,-97.4148467,3008,3008,0,0,2872,547,2325,30.5,30,30.7,3509,1836,1041,41,29,0,190,372,2262,20,629,348,241,3310,238,517,41188,270,0.4718,3333,392,2941,34209,2869,1803,76,1957,100,88.23882388,62.84419658,22.80966767
G4804390105514,2018-2022,TX,Texas,48,Tarrant County,439,105514,1400000US48439105514,"Census Tract 1055.14, Tarrant County, Texas",48439105514,48439105514,3,7,19100,1,206,23104,02514,2748070,0,1055.14,32.6751811,-97.4050535,2734,2734,0,0,2734,394,2340,29.1,29.6,28.6,3110,1503,942,0,201,0,52,412,2037,6,649,494,125,3110,150,216,49391,246,0.3882,3110,185,2925,32477,2580,2009,93,1904,100,94.05144695,77.86821705,11.76848875
G4804390105515,2018-2022,TX,Texas,48,Tarrant County,439,105515,1400000US48439105515,"Census Tract 1055.15, Tarrant County, Texas",48439105515,48439105515,3,7,19100,1,206,23104,02514,2758012,0,1055.15,32.6380399,-97.4041123,5981,5981,0,0,5892,1547,4345,35.2,34.2,36.1,6888,2928,2717,0,545,0,71,627,4619,103,1067,743,514,6785,678,664,67168,555,0.5148,6785,1137,5648,37870,5120,3526,120,2582,100,83.24244657,68.8671875,19.7789241
G4804390105516,2018-2022,TX,Texas,48,Tarrant County,439,105516,1400000US48439105516,"Census Tract 1055.16, Tarrant County, Texas",48439105516,48439105516,3,7,19100,1,206,23104,02514,914537,0,1055.16,32.6303064,-97.398332,2486,2486,0,0,2486,498,1988,38.3,39.1,34.2,2786,1244,655,5,45,0,12,825,1724,3,395,299,313,2688,340,127,69952,224,0.4041,2786,272,2514,29697,1968,1158,76,1010,100,90.23689878,58.84146342,17.37351191
G4804390105517,2018-2022,TX,Texas,48,Tarrant County,439,105517,1400000US48439105517,"Census Tract 1055.17, Tarrant County, Texas",48439105517,48439105517,3,7,19100,1,206,23104,02514,1091019,0,1055.17,32.6552565,-97.4088525,3470,3470,0,0,3470,762,2708,37.6,39.2,34.1,3145,1861,352,49,614,0,12,257,2175,0,617,456,357,3122,139,159,56337,227,0.4236,3122,487,2635,34832,2707,2088,20,1801,100,84.40102498,77.13335796,9.545163357
G4804390105518,2018-2022,TX,Texas,48,Tarrant County,439,105518,1400000US48439105518,"Census Tract 1055.18, Tarrant County, Texas",48439105518,48439105518,3,7,19100,1,206,23104,02514,2705661,0,1055.18,32.654578,-97.4202004,3379,3379,0,0,3227,519,2708,52.3,52.2,53.7,3052,1995,442,121,118,0,14,362,2609,0,539,914,229,3022,2,106,83322,34,0.3573,3022,415,2607,52565,2675,1730,32,1614,100,86.2673726,64.6728972,3.573792191
G4804390105519,2018-2022,TX,Texas,48,Tarrant County,439,105519,1400000US48439105519,"Census Tract 1055.19, Tarrant County, Texas",48439105519,48439105519,3,7,19100,1,206,23104,02514,2860062,0,1055.19,32.6738144,-97.42455,4440,4440,0,0,4402,726,3676,36.8,36.3,39,4675,3600,665,11,318,0,6,75,3160,11,518,1242,671,4611,399,84,73070,31,0.4723,4611,527,4084,57126,4020,2358,90,2415,100,88.57080894,58.65671642,10.4749512
G4804390105520,2018-2022,TX,Texas,48,Tarrant County,439,105520,1400000US48439105520,"Census Tract 1055.20, Tarrant County, Texas",48439105520,48439105520,3,7,19100,1,206,23104,02514,4178513,40576,1055.2,32.6616019,-97.4402332,2514,2514,0,0,2514,431,2083,51,49.2,54,2411,1655,68,23,419,0,0,246,1785,0,122,649,319,2411,192,19,250001,16,0.4584,2411,474,1937,134335,1995,925,3,973,100,80.34010784,46.36591479,8.751555371
G4804390105600,2018-2022,TX,Texas,48,Tarrant County,439,105600,1400000US48439105600,"Census Tract 1056, Tarrant County, Texas",48439105600,48439105600,3,7,19100,1,206,23104,02513,2555411,0,1056,32.6767091,-97.3670721,5344,5344,0,0,5344,1390,3954,31.1,27.3,35.9,5236,3411,341,85,0,0,428,971,3321,59,639,848,180,5236,241,161,81972,154,0.3441,5236,1108,4128,33871,4025,2965,176,1921,100,78.83880825,73.66459627,7.677616501
G4804390105701,2018-2022,TX,Texas,48,Tarrant County,439,105701,1400000US48439105701,"Census Tract 1057.01, Tarrant County, Texas",48439105701,48439105701,3,7,19100,1,206,23104,02513,2116520,0,1057.01,32.663473,-97.3611513,4026,4026,0,0,4026,1069,2957,36.5,33,39.8,4423,2658,625,22,155,0,194,769,3043,33,742,444,218,4385,256,88,88385,219,0.3809,4423,781,3642,36652,3671,2501,88,1502,100,82.34230161,68.12857532,7.844925884
G4804390105703,2018-2022,TX,Texas,48,Tarrant County,439,105703,1400000US48439105703,"Census Tract 1057.03, Tarrant County, Texas",48439105703,48439105703,3,7,19100,1,206,23104,02513,1770718,0,1057.03,32.654737,-97.3639703,3814,3814,0,0,3814,893,2921,33.2,27.6,44,3308,1800,853,0,7,0,71,577,2134,15,671,234,159,3283,144,378,56923,470,0.4982,3299,292,3007,34346,2466,1632,123,1483,100,91.14883298,66.18004866,15.90009138
G4804390105705,2018-2022,TX,Texas,48,Tarrant County,439,105705,1400000US48439105705,"Census Tract 1057.05, Tarrant County, Texas",48439105705,48439105705,3,7,19100,1,206,23104,02513,1567986,0,1057.05,32.6421357,-97.3644503,5295,5295,0,0,5290,1473,3817,29.4,27.9,32.1,4361,2482,872,320,243,0,113,331,2850,15,642,314,185,4361,390,50,59708,210,0.3722,4361,656,3705,31133,3376,2621,110,2033,100,84.95757854,77.63625592,10.08942903
G4804390105706,2018-2022,TX,Texas,48,Tarrant County,439,105706,1400000US48439105706,"Census Tract 1057.06, Tarrant County, Texas",48439105706,48439105706,3,7,19100,1,206,23104,02513,1556505,0,1057.06,32.6416157,-97.353888,3799,3799,0,0,3799,1114,2685,29,24.1,32.8,3976,1844,883,0,300,92,777,80,2430,87,641,268,252,3976,222,563,52386,139,0.3404,3976,482,3494,21580,2877,2034,152,1230,100,87.87726358,70.69864442,19.74346077
G4804390105800,2018-2022,TX,Texas,48,Tarrant County,439,105800,1400000US48439105800,"Census Tract 1058, Tarrant County, Texas",48439105800,48439105800,3,7,19100,1,206,23104,02513,1665106,0,1058,32.6653847,-97.3427828,4538,4538,0,0,4538,1443,3095,32.2,32.1,32.7,4449,1984,129,166,31,35,900,1204,2879,280,886,175,45,4427,250,364,50768,515,0.4016,4449,722,3727,18792,3213,2272,427,1566,100,83.77163408,70.71272954,13.86943754
G4804390105901,2018-2022,TX,Texas,48,Tarrant County,439,105901,1400000US48439105901,"Census Tract 1059.01, Tarrant County, Texas",48439105901,48439105901,3,7,19100,1,206,23104,02508,2149776,0,1059.01,32.6770287,-97.3196131,4087,4087,0,0,4087,1393,2694,28.3,25.8,28.8,4441,1715,663,0,31,0,1092,940,2378,115,382,184,4,4441,630,385,48995,388,0.4355,4441,616,3825,16935,3037,1860,205,1171,100,86.12925017,61.24464933,22.85521279
G4804390105902,2018-2022,TX,Texas,48,Tarrant County,439,105902,1400000US48439105902,"Census Tract 1059.02, Tarrant County, Texas",48439105902,48439105902,3,7,19100,1,206,23104,02508,5902366,0,1059.02,32.6752024,-97.2954118,7360,7360,0,0,5812,2272,3540,33.1,36.5,25.8,5840,1861,2058,40,925,0,160,796,3736,146,893,163,36,4332,807,545,38790,608,0.4548,4332,415,3917,13464,4353,1826,92,1538,100,90.42012927,41.94808178,31.20960296
G4804390106002,2018-2022,TX,Texas,48,Tarrant County,439,106002,1400000US48439106002,"Census Tract 1060.02, Tarrant County, Texas",48439106002,48439106002,3,7,19100,1,206,23104,02506,14123459,42248,1060.02,32.6480468,-97.2978643,3949,3949,0,0,3949,1166,2783,29.6,27.9,30.1,3529,1277,1552,0,0,0,306,394,2062,20,687,154,48,3529,27,282,60686,188,0.2866,3529,527,3002,23356,2617,1794,165,1339,100,85.0665911,68.55177684,8.756021536
G4804390106004,2018-2022,TX,Texas,48,Tarrant County,439,106004,1400000US48439106004,"Census Tract 1060.04, Tarrant County, Texas",48439106004,48439106004,3,7,19100,1,206,23104,02506,20921021,73584,1060.04,32.6199352,-97.2780611,8354,8026,328,0,8354,3006,5348,27.1,27.1,27.3,8749,3635,2941,25,93,34,1305,716,4660,121,944,316,261,8598,199,505,70361,427,0.3682,8749,798,7951,22121,5410,3940,93,2486,96.07373713,90.8789576,72.82809612,8.187950686
G4804390106005,2018-2022,TX,Texas,48,Tarrant County,439,106005,1400000US48439106005,"Census Tract 1060.05, Tarrant County, Texas",48439106005,48439106005,3,7,19100,1,206,23104,02513,2983540,0,1060.05,32.6484257,-97.3262118,3854,3854,0,0,3854,1111,2743,36.7,36.2,37.4,4644,1547,1080,0,0,0,164,1853,2950,257,1052,88,166,4644,32,38,71633,148,0.4734,4644,671,3973,39032,3839,2642,145,1489,100,85.55124892,68.82000521,1.507321275
G4804390106006,2018-2022,TX,Texas,48,Tarrant County,439,106006,1400000US48439106006,"Census Tract 1060.06, Tarrant County, Texas",48439106006,48439106006,3,7,19100,1,206,23104,02513,2174327,0,1060.06,32.6419273,-97.3407406,4815,4815,0,0,4802,1344,3458,28.8,28.3,30.1,5361,2311,2527,53,91,0,52,327,3174,148,1030,393,445,5361,339,500,56761,464,0.4712,5361,1291,4070,29965,3999,3071,312,1958,100,75.91867189,76.79419855,15.65006529
G4804390106101,2018-2022,TX,Texas,48,Tarrant County,439,106101,1400000US48439106101,"Census Tract 1061.01, Tarrant County, Texas",48439106101,48439106101,3,7,19100,1,206,23104,02508,3632158,0,1061.01,32.6910774,-97.2507585,1946,1946,0,0,1869,560,1309,40.1,34.9,41.7,1892,496,815,0,119,0,126,336,1196,54,378,148,12,1823,165,88,47946,156,0.3829,1823,138,1685,19479,1386,872,79,588,100,92.43006034,62.91486292,13.87822271
G4804390106102,2018-2022,TX,Texas,48,Tarrant County,439,106102,1400000US48439106102,"Census Tract 1061.02, Tarrant County, Texas",48439106102,48439106102,3,7,19100,1,206,23104,02508,2901235,0,1061.02,32.6766218,-97.2510082,5415,5415,0,0,5415,1713,3702,34.1,27.6,35.6,4368,1429,1105,10,0,0,935,889,2586,102,829,188,44,4357,454,663,33542,446,0.4137,4368,658,3710,17010,2914,1623,130,1936,100,84.93589744,55.69663693,25.63690613
G4804390106201,2018-2022,TX,Texas,48,Tarrant County,439,106201,1400000US48439106201,"Census Tract 1062.01, Tarrant County, Texas",48439106201,48439106201,3,7,19100,1,206,23104,02508,1541427,0,1062.01,32.7080075,-97.2586626,3894,3894,0,0,3853,1052,2801,25.3,22.3,26.4,3863,381,1555,0,0,0,913,1014,1968,191,581,78,25,3857,177,719,37056,293,0.4015,3863,857,3006,14571,2765,1702,133,1215,100,77.81516956,61.55515371,23.23049002
G4804390106202,2018-2022,TX,Texas,48,Tarrant County,439,106202,1400000US48439106202,"Census Tract 1062.02, Tarrant County, Texas",48439106202,48439106202,3,7,19100,1,206,23104,02508,3109856,0,1062.02,32.7070413,-97.246389,4869,4869,0,0,4732,1435,3297,37.7,36.8,40.1,4883,410,3810,0,0,0,43,620,3156,101,952,233,47,4786,921,294,43298,470,0.4267,4786,540,4246,20360,3638,1950,212,1884,100,88.71709152,53.6008796,25.38654409
G4804390106300,2018-2022,TX,Texas,48,Tarrant County,439,106300,1400000US48439106300,"Census Tract 1063, Tarrant County, Texas",48439106300,48439106300,3,7,19100,1,206,23104,02508,2577306,0,1063,32.7154666,-97.2384623,3448,3448,0,0,3448,1053,2395,36.1,38.6,31.2,4596,519,2923,11,0,0,949,194,2935,224,1037,78,0,4596,1078,450,42500,501,0.3989,4596,1089,3507,15027,3559,1814,195,1310,100,76.30548303,50.96937342,33.24630113
G4804390106400,2018-2022,TX,Texas,48,Tarrant County,439,106400,1400000US48439106400,"Census Tract 1064, Tarrant County, Texas",48439106400,48439106400,3,7,19100,1,206,23104,02507,5853404,3449839,1064,32.6936841,-97.2342791,3913,3913,0,0,3913,1228,2685,35,30,41.2,3254,1539,820,62,23,17,386,407,2142,66,540,153,107,3225,247,283,46875,166,0.3713,3254,640,2614,22597,2526,1596,99,1318,100,80.3318992,63.18289786,16.43410853
G4804390106502,2018-2022,TX,Texas,48,Tarrant County,439,106502,1400000US48439106502,"Census Tract 1065.02, Tarrant County, Texas",48439106502,48439106502,3,7,19100,1,206,23104,02508,2461990,3118,1065.02,32.7530613,-97.2269515,3140,3140,0,0,3132,722,2410,45.2,48.2,43.2,2517,999,932,0,44,0,265,277,1854,61,514,282,117,2509,462,159,56250,198,0.4957,2517,332,2185,36489,2096,1310,102,1346,100,86.80969408,62.5,24.75089677
G4804390106503,2018-2022,TX,Texas,48,Tarrant County,439,106503,1400000US48439106503,"Census Tract 1065.03, Tarrant County, Texas",48439106503,48439106503,3,7,19100,1,206,23104,02507,2803384,0,1065.03,32.7524651,-97.2083283,5483,5483,0,0,5469,1354,4115,30.1,29.6,31.2,4705,884,2435,0,101,0,530,755,3045,47,794,475,183,4705,390,470,45947,410,0.4112,4705,485,4220,24270,3303,2131,66,2136,100,89.69181722,64.51710566,18.27842721
G4804390106507,2018-2022,TX,Texas,48,Tarrant County,439,106507,1400000US48439106507,"Census Tract 1065.07, Tarrant County, Texas",48439106507,48439106507,3,7,19100,1,206,23104,02509,1970044,75218,1065.07,32.7641886,-97.2492064,1943,1943,0,0,1940,302,1638,38.5,37.8,51.9,2439,1655,472,0,18,0,83,211,1853,45,409,411,202,2422,109,96,65673,66,0.4073,2422,902,1520,37400,2134,1221,86,1193,100,62.7580512,57.21649485,8.464079273
G4804390106509,2018-2022,TX,Texas,48,Tarrant County,439,106509,1400000US48439106509,"Census Tract 1065.09, Tarrant County, Texas",48439106509,48439106509,3,7,19100,1,206,23104,02509,15185765,1342507,1065.09,32.7844649,-97.1588166,5704,5607,97,0,5704,1508,4196,35.1,32.6,36.4,6055,2831,2041,11,326,0,321,525,3872,21,361,1158,408,6039,250,112,95327,308,0.3972,6055,1028,5027,45285,4789,3786,245,2569,98.29943899,83.02229562,79.05617039,5.994369929
G4804390106512,2018-2022,TX,Texas,48,Tarrant County,439,106512,1400000US48439106512,"Census Tract 1065.12, Tarrant County, Texas",48439106512,48439106512,3,7,19100,1,206,23104,02507,2360814,0,1065.12,32.7525223,-97.1905321,4759,4759,0,0,4759,1065,3694,34.4,32.5,37.2,4882,1554,2249,0,580,0,217,282,3278,45,805,826,260,4882,200,341,56769,250,0.421,4871,582,4289,35084,3935,2820,226,2306,100,88.05173476,71.66454892,11.08152397
G4804390106513,2018-2022,TX,Texas,48,Tarrant County,439,106513,1400000US48439106513,"Census Tract 1065.13, Tarrant County, Texas",48439106513,48439106513,3,7,19100,1,206,23104,02507,2712002,27889,1065.13,32.7370133,-97.1904767,2994,2994,0,0,2992,748,2244,32.4,32,32.5,3318,693,1830,0,135,0,255,405,1986,51,570,312,63,3318,386,55,65053,150,0.4351,3318,275,3043,30210,2509,1578,104,1117,100,91.71187462,62.8935831,13.29113924
G4804390106514,2018-2022,TX,Texas,48,Tarrant County,439,106514,1400000US48439106514,"Census Tract 1065.14, Tarrant County, Texas",48439106514,48439106514,3,7,19100,1,206,23104,02507,4427050,21161,1065.14,32.7509863,-97.174681,6076,6076,0,0,6076,1324,4752,37.1,37.3,36.8,5655,2417,2168,0,155,0,351,564,4018,73,862,846,361,5634,73,54,62054,300,0.3898,5655,873,4782,37185,4536,3679,74,2947,100,84.56233422,81.10670194,2.254171104
G4804390106515,2018-2022,TX,Texas,48,Tarrant County,439,106515,1400000US48439106515,"Census Tract 1065.15, Tarrant County, Texas",48439106515,48439106515,3,7,19100,1,206,23104,02509,2686414,15641,1065.15,32.7720501,-97.2279428,4370,4370,0,0,4363,1096,3267,33.6,34.3,33.2,4423,1220,2246,161,105,0,259,432,3006,58,596,500,132,4423,177,349,49167,489,0.458,4423,819,3604,35308,3580,2624,228,2304,100,81.48315623,73.29608939,11.89238074
G4804390106518,2018-2022,TX,Texas,48,Tarrant County,439,106518,1400000US48439106518,"Census Tract 1065.18, Tarrant County, Texas",48439106518,48439106518,3,7,19100,1,206,23104,02502,7796233,0,1065.18,32.8230674,-97.0463133,5524,5524,0,0,5524,788,4736,31,32.2,30.6,6222,2073,2646,13,748,28,175,539,4665,52,404,1323,702,6222,190,464,59444,144,0.3426,6222,859,5363,41335,5222,4608,23,3822,100,86.19414979,88.24205285,10.51108968
G4804390106519,2018-2022,TX,Texas,48,Tarrant County,439,106519,1400000US48439106519,"Census Tract 1065.19, Tarrant County, Texas",48439106519,48439106519,3,7,19100,1,206,23104,02509,1173025,14365,1065.19,32.7659736,-97.2200941,2046,2046,0,0,2046,526,1520,20.8,22.3,20.6,2287,680,1398,0,76,0,41,92,947,0,273,188,119,2254,521,154,39201,260,0.4756,2287,207,2080,22295,1479,1071,61,1130,100,90.94884128,72.4137931,29.94676131
G4804390106520,2018-2022,TX,Texas,48,Tarrant County,439,106520,1400000US48439106520,"Census Tract 1065.20, Tarrant County, Texas",48439106520,48439106520,3,7,19100,1,206,23104,02509,613477,0,1065.2,32.7623732,-97.231799,3717,3717,0,0,3717,1016,2701,25.8,25.9,25,4618,615,2271,182,32,32,181,1305,2423,128,762,212,26,4568,472,884,37898,337,0.5237,4618,187,4431,21838,3351,2265,166,2053,100,95.95062798,67.59176365,29.68476357
G4804390106521,2018-2022,TX,Texas,48,Tarrant County,439,106521,1400000US48439106521,"Census Tract 1065.21, Tarrant County, Texas",48439106521,48439106521,3,7,19100,1,206,23104,02509,5325240,0,1065.21,32.7695062,-97.1836908,4853,4853,0,0,4849,1151,3698,37.4,35.6,39.6,5543,1298,3177,0,353,0,333,382,3763,67,724,973,243,5543,87,603,87596,227,0.3714,5543,890,4653,37407,4353,3167,141,2105,100,83.94371279,72.75442224,12.44813278
G4804390106522,2018-2022,TX,Texas,48,Tarrant County,439,106522,1400000US48439106522,"Census Tract 1065.22, Tarrant County, Texas",48439106522,48439106522,3,7,19100,1,206,23104,02509,3465090,0,1065.22,32.7696771,-97.2043698,4195,4195,0,0,4166,1187,2979,27.3,27,27.7,4337,1275,2159,5,78,0,454,366,2424,12,749,574,163,4331,1039,294,52917,253,0.4561,4331,713,3618,29468,3080,2254,68,1715,100,83.53728931,73.18181818,30.77811129
G4804390106523,2018-2022,TX,Texas,48,Tarrant County,439,106523,1400000US48439106523,"Census Tract 1065.23, Tarrant County, Texas",48439106523,48439106523,3,7,19100,1,206,23104,02502,2457828,0,1065.23,32.824747,-97.0672633,4691,4691,0,0,4691,1198,3493,29.4,30.7,27.8,4044,1500,1914,0,141,0,81,408,2627,71,729,647,159,4044,526,273,47342,402,0.3071,4044,841,3203,25683,3035,2617,251,2251,100,79.20375866,86.22734761,19.75766568
G4804390106524,2018-2022,TX,Texas,48,Tarrant County,439,106524,1400000US48439106524,"Census Tract 1065.24, Tarrant County, Texas",48439106524,48439106524,3,7,19100,1,206,23104,02502,7511745,0,1065.24,32.8131927,-97.1074785,4584,4552,32,0,4584,1157,3427,40.5,33.4,42.6,4911,2060,785,0,1615,0,105,346,3245,61,730,860,163,4911,132,25,84917,74,0.363,4911,705,4206,33117,3671,2945,181,1577,99.30191972,85.64447159,80.22337238,3.196904907
G4804390106525,2018-2022,TX,Texas,48,Tarrant County,439,106525,1400000US48439106525,"Census Tract 1065.25, Tarrant County, Texas",48439106525,48439106525,3,7,19100,1,206,23104,02509,1346236,113591,1065.25,32.8043792,-97.1995224,2077,2077,0,0,2077,575,1502,37.2,37.1,37.4,2025,1474,112,14,313,0,9,103,1416,0,339,364,198,2025,53,46,112440,50,0.3494,2025,137,1888,38045,1552,1045,0,677,100,93.2345679,67.33247423,4.888888889
G4804390106526,2018-2022,TX,Texas,48,Tarrant County,439,106526,1400000US48439106526,"Census Tract 1065.26, Tarrant County, Texas",48439106526,48439106526,3,7,19100,1,206,23104,02509,7567851,68496,1065.26,32.793694,-97.1940342,7121,7121,0,0,7121,1944,5177,38.2,37.2,39.7,6704,3761,1086,0,885,0,534,438,4373,161,559,1118,563,6674,120,385,112083,336,0.4217,6679,529,6150,48089,5266,3638,62,2477,100,92.07965264,69.08469427,7.566676656
G4804390106600,2018-2022,TX,Texas,48,Tarrant County,439,106600,1400000US48439106600,"Census Tract 1066, Tarrant County, Texas",48439106600,48439106600,3,7,19100,1,206,23104,02515,3643940,0,1066,32.8024271,-97.4276932,3291,3291,0,0,3291,984,2307,26.9,27.2,26.3,2616,1561,485,0,18,0,123,429,1480,26,464,131,45,2616,391,329,34688,460,0.3665,2605,409,2196,20253,2018,1453,158,1387,100,84.29942418,72.00198216,27.52293578
G4804390106700,2018-2022,TX,Texas,48,Tarrant County,439,106700,1400000US48439106700,"Census Tract 1067, Tarrant County, Texas",48439106700,48439106700,3,7,19100,1,206,23104,02516,15816538,1172903,1067,32.8457875,-97.4549573,2166,2043,123,0,2128,520,1608,37.9,32.2,43.6,2262,1428,50,0,29,0,328,427,1511,15,316,140,42,2228,15,37,76149,93,0.3207,2243,332,1911,35729,1739,1110,11,932,94.32132964,85.19839501,63.82978723,2.333931777
G4804390110102,2018-2022,TX,Texas,48,Tarrant County,439,110102,1400000US48439110102,"Census Tract 1101.02, Tarrant County, Texas",48439110102,48439110102,3,7,19100,1,206,23104,02512,3069510,0,1101.02,32.8079033,-97.2652236,4659,4659,0,0,4589,1216,3373,36.2,38.3,33.5,4116,1880,201,0,415,0,842,778,2648,14,705,195,7,4020,128,360,47621,391,0.3778,4020,333,3687,22114,3077,1853,41,1490,100,91.71641791,60.22099448,12.13930348
G4804390110103,2018-2022,TX,Texas,48,Tarrant County,439,110103,1400000US48439110103,"Census Tract 1101.03, Tarrant County, Texas",48439110103,48439110103,3,7,19100,1,206,23104,02512,1739380,36835,1101.03,32.8287531,-97.2664984,4269,4269,0,0,4269,1125,3144,32.3,30,32.4,4470,2019,593,0,431,222,912,293,2941,71,1022,454,146,4470,157,0,53554,176,0.4033,4470,1233,3237,29130,3281,2375,154,1951,100,72.41610738,72.38646754,3.512304251
G4804390110104,2018-2022,TX,Texas,48,Tarrant County,439,110104,1400000US48439110104,"Census Tract 1101.04, Tarrant County, Texas",48439110104,48439110104,3,7,19100,1,206,23104,02512,1868657,0,1101.04,32.829802,-97.2594524,3859,3859,0,0,3859,756,3103,37.4,38.5,37.1,3124,1409,552,38,709,0,260,156,2477,113,747,193,49,3124,18,139,40470,331,0.4433,3124,367,2757,33515,2732,2183,9,1698,100,88.25224072,79.90483163,5.025608195
G4804390110202,2018-2022,TX,Texas,48,Tarrant County,439,110202,1400000US48439110202,"Census Tract 1102.02, Tarrant County, Texas",48439110202,48439110202,3,7,19100,1,206,23104,02512,2655184,0,1102.02,32.802352,-97.2818401,4108,4108,0,0,4108,1112,2996,33.1,31.8,33.4,4529,2062,115,0,186,0,1890,276,2580,115,803,129,63,4529,133,88,71600,287,0.3769,4529,585,3944,25381,3574,2312,169,1304,100,87.08324133,64.68942362,4.879664385
